2 14 22 18 6 8 1 30 25 10 40 28 47 15 24 41 7 19 33 50 11 26 0 16 38 36 13 31 3 9 46 43 20 39 29 34 42 32 48 4 35 44 37 23 49 12 17 5 45 27 21 : 603.719
35 44 34 29 39 20 43 46 9 31 3 32 42 4 48 38 16 0 36 13 26 11 50 33 19 7 41 24 15 47 28 40 10 25 30 6 8 1 5 17 49 12 45 21 27 14 18 22 2 23 37 : 604.907
13 36 32 42 4 48 38 16 0 17 12 49 23 37 35 44 34 29 39 20 43 46 9 3 31 41 24 15 47 28 40 10 25 30 1 8 6 18 22 14 2 21 27 45 5 33 19 7 50 11 26 : 599.945
1 33 19 7 50 11 26 13 36 32 42 4 48 38 16 0 17 12 49 23 37 35 44 34 29 39 20 43 46 9 3 31 41 24 15 47 28 40 10 25 30 8 6 18 22 14 2 21 27 45 5 : 594.569
30 25 28 10 40 41 24 15 47 1 33 19 7 50 11 26 0 16 38 48 4 42 32 36 13 31 3 9 46 43 20 39 29 34 44 35 37 23 49 12 17 5 45 27 21 2 14 22 18 6 8 : 599.21
17 12 49 0 16 38 48 4 42 32 36 13 26 11 50 7 19 33 1 8 6 30 25 10 40 28 47 15 24 41 31 3 9 46 43 20 39 29 34 44 35 37 23 2 22 18 14 27 21 45 5 : 589.348
0 17 5 1 47 15 24 41 40 10 28 25 30 8 6 18 22 14 2 21 27 45 12 49 23 37 35 44 34 29 39 20 42 4 48 32 43 46 9 3 31 7 19 33 50 11 26 13 36 38 16 : 598.45
32 48 4 35 44 37 23 49 12 17 5 45 27 21 2 14 22 18 6 8 30 25 28 10 40 41 24 15 47 1 33 19 7 50 11 26 0 16 38 36 13 31 3 9 46 43 20 39 29 34 42 : 600.242
49 23 37 35 44 34 29 39 20 43 46 9 3 31 7 19 33 50 11 26 13 36 32 42 4 48 38 16 0 17 5 1 47 15 24 41 40 10 28 25 30 8 6 18 22 14 2 21 27 45 12 : 598.271
36 38 16 0 26 11 50 33 19 7 41 24 15 47 28 40 10 25 30 1 8 6 18 22 14 2 21 27 45 5 17 12 49 23 37 44 35 4 48 32 42 34 29 39 20 43 46 9 3 31 13 : 603.719
12 49 23 37 35 44 34 29 39 20 43 46 9 3 31 7 19 33 50 11 26 13 36 32 42 4 48 38 16 0 17 5 1 47 15 24 41 40 10 28 25 30 8 6 18 22 14 2 21 27 45 : 598.271
47 28 40 10 25 30 1 8 6 18 22 14 2 21 27 45 5 17 12 49 23 37 44 35 4 48 32 42 34 29 39 20 43 46 9 3 31 13 36 38 16 0 26 11 50 33 19 7 41 24 15 : 603.719
41 24 15 47 28 40 10 25 30 8 6 18 22 14 2 21 27 45 23 37 44 35 49 12 17 5 1 33 19 7 50 11 26 13 36 0 16 38 4 48 32 42 34 29 39 20 43 46 9 3 31 : 594.376
46 43 20 39 29 34 44 35 37 23 2 22 18 14 27 21 45 12 49 17 5 1 8 6 30 25 10 40 28 47 15 24 41 7 19 33 50 11 26 0 16 38 48 4 42 32 36 13 31 3 9 : 603.223
28 40 10 25 30 6 8 1 5 17 49 12 45 21 27 14 18 22 2 23 37 35 44 34 29 39 20 43 46 9 3 31 13 36 32 42 4 48 38 16 0 26 11 50 33 19 7 41 24 15 47 : 603.223
31 3 9 46 43 20 39 29 34 44 35 37 23 2 22 18 14 27 21 45 5 17 12 49 0 16 38 48 4 42 32 36 13 26 11 50 7 19 33 1 8 6 30 25 10 40 28 47 15 24 41 : 589.348
12 17 0 16 38 48 4 42 32 36 13 26 11 50 7 19 33 1 5 45 27 21 2 14 22 18 6 8 30 25 10 40 28 47 15 24 41 31 3 9 46 43 20 39 29 34 44 35 37 23 49 : 594.569
50 11 26 13 36 38 16 0 17 12 49 23 37 44 35 4 48 32 42 34 29 39 20 43 46 9 3 31 41 24 15 47 28 40 10 25 30 8 6 18 22 14 2 21 27 45 5 1 33 19 7 : 595.601
32 42 4 48 38 16 0 49 12 17 5 45 21 27 14 18 22 2 23 37 35 44 34 29 39 20 43 46 9 3 31 41 24 15 47 28 40 10 25 30 6 8 1 33 19 7 50 11 26 13 36 : 589.348
